,prompt,completion
888,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Can he who was dead"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:122)
889,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Thus have We placed leaders in every town"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:123)
890,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""When there comes to them a sign (from Allah)"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:124)
891,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Those whom Allah (in His plan) willeth to guide"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:125)
892,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""This is the way of thy Lord"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:126)
893,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""For them will be a home of peace in the presence of their Lord: He will be their friend"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:127)
894,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""One day will He gather them all together"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:128)
895,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Thus do we make the wrong-doers turn to each other"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:129)
896,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"O ye assembly of Jinns and men! came there not unto you messengers from amongst you"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:130)
897,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(The messengers were sent) thus"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:131)
898,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""To all are degrees (or ranks) according to their deeds: for thy Lord is not unmindful of anything that they do."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:132)
899,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Thy Lord is self-sufficient"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:133)
900,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""All that hath been promised unto you will come to pass: nor can ye frustrate it (in the least bit)."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:134)
901,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""O my people! Do whatever ye can: I will do (my part): soon will ye know who it is whose end will be (best) in the Hereafter: certain it is that the wrong-doers will not prosper."""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:135)
902,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Out of what Allah hath produced in abundance in tilth and in cattle"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:136)
903,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Even so"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:137)
904,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And they say that such and such cattle and crops are taboo"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:138)
905,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""They say: ""What is in the wombs of such and such cattle is specially reserved (for food) for our men"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:139)
906,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Lost are those who slay their children"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:140)
907,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""It is He Who produceth gardens"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:141)
908,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Of the cattle are some for burden and some for meat: eat what Allah hath provided for you"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:142)
909,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(Take) eight (head of cattle) in (four) pairs: of sheep a pair"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:143)
910,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Of camels a pair"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:144)
911,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""I find not in the message received by me by inspiration any (meat) forbidden to be eaten by one who wishes to eat it"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:145)
912,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""For those who followed the Jewish Law"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:146)
913,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""If they accuse thee of falsehood"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:147)
914,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Those who give partners (to Allah) will say: ""If Allah had wished"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:148)
915,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""With Allah is the argument that reaches home: if it had been His will"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:149)
916,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""Bring forward your witnesses to prove that Allah did forbid so and so."" If they bring such witnesses"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:150)
917,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""Come"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:151)
918,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And come not nigh to the orphan�s property"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:152)
919,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Verily"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:153)
920,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Moreover"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:154)
921,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And this is a Book which We have revealed as a blessing: so follow it and be righteous"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:155)
922,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Lest ye should say: ""The Book was sent down to two Peoples before us"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:156)
923,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Or lest ye should say: ""If the Book had only been sent down to us"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:157)
924,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Are they waiting to see if the angels come to them"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:158)
925,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""As for those who divide their religion and break up into sects"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:159)
926,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""He that doeth good shall have ten times as much to his credit: He that doeth evil shall only be recompensed according to his evil: no wrong shall be done unto (any of) them."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:160)
927,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""Verily"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:161)
928,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""Truly"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:162)
929,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""No partner hath He: this am I commanded"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:163)
930,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""Shall I seek for (my) Cherisher other than Allah"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:164)
931,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""It is He Who hath made you (His) agents"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 6:165)
932,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Alif"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:1)
933,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""A Book revealed unto thee"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:2)
934,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Follow (O men!) the revelation given unto you from your Lord"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:3)
935,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""How many towns have We destroyed (for their sins)? Our punishment took them on a sudden by night or while they slept for their afternoon rest."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:4)
936,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""When (thus) Our punishment took them"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:5)
937,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Then shall we question those to whom Our message was sent and those by whom We sent it."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:6)
938,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And verily"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:7)
939,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""The balance that day will be true (to nicety): those whose scale (of good) will be heavy"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:8)
940,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Those whose scale will be light"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:9)
941,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""It is We Who have placed you with authority on earth"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:10)
942,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""It is We Who created you and gave you shape; then We bade the angels prostrate to Adam"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:11)
943,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(Allah) said: ""What prevented thee from prostrating when I commanded thee?"" He said: ""I am better than he: Thou didst create me from fire"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:12)
944,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(Allah) said: ""Get thee down from this: it is not for thee to be arrogant here: get out"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:13)
945,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""He said: ""Give me respite till the day they are raised up."""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:14)
946,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(Allah) said: ""Be thou among those who have respite."""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:15)
947,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""He said: ""Because thou hast thrown me out of the way"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:16)
948,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Then will I assault them from before them and behind them"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:17)
949,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(Allah) said: ""Get out from this"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:18)
950,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"O Adam! dwell thou and thy wife in the Garden"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:19)
951,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Then began Satan to whisper suggestions to them"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:20)
952,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And he swore to them both"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:21)
953,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""So by deceit he brought about their fall: when they tasted of the tree"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:22)
954,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""They said: ""Our Lord! We have wronged our own souls: If thou forgive us not and bestow not upon us Thy Mercy"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:23)
955,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(Allah) said: ""Get ye down. With enmity between yourselves. On earth will be your dwelling-place and your means of livelihood"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:24)
956,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""He said: ""Therein shall ye live"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:25)
957,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""O ye Children of Adam! We have bestowed raiment upon you to cover your shame"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:26)
958,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""O ye Children of Adam! Let not Satan seduce you"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:27)
959,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""When they do aught that is shameful"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:28)
960,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: ""My Lord hath commanded justice; and that ye set your whole selves (to Him) at every time and place of prayer"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:29)
961,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Some He hath guided: Others have (by their choice) deserved the loss of their way; in that they took the evil ones"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:30)
962,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""O Children of Adam! wear your beautiful apparel at every time and place of prayer: eat and drink: But waste not by excess"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:31)
963,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: Who hath forbidden the beautiful (gifts) of Allah"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:32)
964,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Say: the things that my Lord hath indeed forbidden are: shameful deeds"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:33)
965,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""To every people is a term appointed: when their term is reached"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:34)
966,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""O ye Children of Adam! whenever there come to you messengers from amongst you"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:35)
967,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""But those who reject Our signs and treat them with arrogance"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:36)
968,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Who is more unjust than one who invents a lie against Allah or rejects His Signs? For such"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:37)
969,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Then the first will say to the last: ""See then! No advantage have ye over us; so taste ye of the penalty for all that ye did !"""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:39)
970,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""To those who reject Our signs and treat them with arrogance"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:40)
971,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""For them there is Hell"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:41)
972,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""But those who believe and work righteousness"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:42)
973,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And We shall remove from their hearts any lurking sense of injury;- beneath them will be rivers flowing;- and they shall say: ""Praise be to Allah"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:43)
974,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""The Companions of the Garden will call out to the Companions of the Fire: ""We have indeed found the promises of our Lord to us true: Have you also found Your Lord�s promises true?"" They shall say"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:44)
975,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Those who would hinder (men) from the path of Allah and would seek in it something crooked: they were those who denied the Hereafter."""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:45)
976,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Between them shall be a veil"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:46)
977,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""When their eyes shall be turned towards the Companions of the Fire"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:47)
978,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""The men on the heights will call to certain men whom they will know from their marks"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:48)
979,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Behold! are these not the men whom you swore that Allah with His Mercy would never bless? Enter ye the Garden: no fear shall be on you"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:49)
980,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""The Companions of the Fire will call to the Companions of the Garden: ""Pour down to us water or anything that Allah doth provide for your sustenance."" They will say: ""Both these things hath Allah forbidden to those who rejected Him."""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:50)
